,Name,Lat,Lon,Category
0,Avalon Fuel,40.495759,-80.066508,Convenience Store
1,Ez Energy #303/7Eleven #36183H,40.545418,-80.194152,Convenience Store
2,EZ Energy #311 / 7 Eleven #36191H,40.510522,-80.094268,Convenience Store
3,Getgo #3646 / Crafton - Ingram,41.203322,-77.194525,Convenience Store
4,Mt NeBlvd Texaco,40.553281,-80.109158,Convenience Store
5,Radokovic Marathon,40.367923,-79.780429,Convenience Store
6,Sunoco #7544,40.494177,-80.267208,Convenience Store
7,Sunoco A Plus Mini Market #8154,40.370214,-79.913195,Convenience Store
8,Plow & Hearth,40.440641,-80.149132,Convenience Store
9,S & R Market,40.529076,-80.025577,Convenience Store
10,EZ Energy #307 / 7 Eleven #36187H,40.590622,-79.948086,Convenience Store
11,Mega Deli,40.416874,-79.839453,Convenience Store
12,Sheetz #500,40.552928,-80.115508,Convenience Store
13,7 Eleven #35968H,40.396638,-77.026583,Convenience Store
14,7 Eleven #36143A,40.442813,-80.001884,Convenience Store
15,A & E Deli Food Mart,40.41739,-79.986525,Convenience Store
16,Al's Market,40.407271,-79.875462,Convenience Store
17,Alstan Mini Mart,40.426703,-79.788569,Convenience Store
18,American Joe's,40.340154,-79.859937,Convenience Store
19,American Natural,40.430917,-80.001402,Convenience Store
20,Avalon Mart,40.501336,-80.067941,Convenience Store
21,AW Food Express / Sunoco,40.540809,-79.807543,Convenience Store
22,Bett's Market,40.455264,-79.888216,Convenience Store
23,Cash & Carry,40.540405,-80.036133,Convenience Store
24,Cash & Carry Convenience Store,40.477508,-79.75943,Convenience Store
25,Clairton Mini Mart,40.290634,-79.883992,Convenience Store
26,Clairton Mini-Mart,40.293214,-79.88689,Convenience Store
27,Co Go's #1780,40.386385,-79.902763,Convenience Store
28,Co Go's #346,40.38845,-79.90976,Convenience Store
29,Co Go's #805,40.427102,-79.938593,Convenience Store
30,Co Go's #820,40.279791,-80.001782,Convenience Store
31,CR Petroleum,47.15441,-2.172958,Convenience Store
32,De Carlo Fruit Market,40.276563,-79.878044,Convenience Store
33,Edgewood Avenue Express,40.430663,-79.884352,Convenience Store
34,Edna's Market & Deli @ Northview Heights,40.478135,-80.000449,Convenience Store
35,Everest Food,40.336174,-79.972625,Convenience Store
36,Express Mini Mart,40.374467,-79.975539,Convenience Store
37,Fa's Market,40.404138,-79.861887,Convenience Store
38,Fuel On # 25,40.455308,-79.931608,Convenience Store
39,Fueland,40.518217,-80.222543,Convenience Store
40,Fueland #220,40.427276,-79.836019,Convenience Store
41,GetGo #3108,40.457119,-79.877698,Convenience Store
42,GetGo #3109,40.380961,-79.8115,Convenience Store
43,Glassmere Food Mart #252,40.595044,-79.76881,Convenience Store
44,Homestead Food Mart,40.407623,-79.909613,Convenience Store
45,Honey Bear / Spee-D Mart,40.349519,-79.891481,Convenience Store
46,International Food Emporium,40.367213,-79.984027,Convenience Store
47,Janoski's Farm Market,40.559221,-80.437686,Convenience Store
48,Jeets Sunoco,40.513271,-80.030768,Convenience Store
49,Jimit Sunoco,40.358373,-79.831701,Convenience Store
50,Jodha Exxon,40.510927,-79.993984,Convenience Store
51,Kolos International Food,40.406902,-80.087614,Convenience Store
52,Kwik E Mart,40.444199,-79.995537,Convenience Store
53,Large Sunoco,40.307385,-79.935894,Convenience Store
54,Marathon McKeesport,40.351443,-79.857948,Convenience Store
55,Maruti Convience,40.35267,-79.825732,Convenience Store
56,Mary's & Rick's,40.403354,-80.089813,Convenience Store
57,Murray's Exxon,40.44133,-79.877715,Convenience Store
58,NeighBlvdrhood Dollar,40.351125,-79.863412,Convenience Store
59,New Eagle Mart,40.441932,-80.001828,Convenience Store
60,Noble Mart,40.420651,-79.885465,Convenience Store
61,Oak Hill Market,40.44356,-79.969922,Convenience Store
62,One Stop Mini Mart,40.432851,-79.914965,Convenience Store
63,Phil's Citgo,40.509195,-80.029331,Convenience Store
64,Pitt Stop Express,40.363956,-80.086425,Convenience Store
65,Pittsburgh Asian Market / Ou's International Co,40.443558,-79.884328,Convenience Store
66,Quicky Mart,40.380538,-80.04456,Convenience Store
67,RN Market,40.457254,-79.925206,Convenience Store
68,Rte #286 Exxon,40.471469,-79.986604,Convenience Store
69,Safi Market,40.403187,-79.90342,Convenience Store
70,SAI Sunoco,40.642437,-79.710438,Convenience Store
71,Sam Blvdk Korean Grocery,40.450358,-79.985099,Convenience Store
72,Sheetz #582,40.434846,-79.73331,Convenience Store
73,Shell North Versailles,40.450809,-80.199382,Convenience Store
74,Sheraden Mini Mart,40.431433,-79.861903,Convenience Store
75,Shop N Go,40.428336,-79.973438,Convenience Store
76,Speedway #2917,40.397285,-79.768965,Convenience Store
77,Stop n Shop,40.502514,-79.810806,Convenience Store
78,Sunoco,40.351981,-79.859689,Convenience Store
79,Sunoco #7139,40.516752,-79.959009,Convenience Store
80,Sunoco #7362,40.674019,-80.098542,Convenience Store
81,Sunoco #7430,40.434829,-80.06553,Convenience Store
82,Sunoco A Plus Mini Market,40.464292,-79.930226,Convenience Store
83,Sushi with Gusto,40.355489,-80.050351,Convenience Store
84,Sweet Peas Convenience Store,40.363119,-80.027195,Convenience Store
85,T-Blvdnes BP #02706,40.616571,-80.09131,Convenience Store
86,The Hot Spot,40.325977,-79.892457,Convenience Store
87,Uni-Mart,40.344889,-79.837515,Convenience Store
88,Uni-Mart #4682,40.292972,-79.874705,Convenience Store
89,Uni-Mart #94608,40.342269,-79.871278,Convenience Store
90,Victoria's Dairy,40.464324,-79.982206,Convenience Store
91,Z Corner Store,40.571307,-79.799218,Convenience Store
92,7 Eleven #36139A,40.368776,-80.037105,Convenience Store
93,7 Eleven #36154H,40.39224,-80.015038,Convenience Store
94,7 Eleven #36155,40.38276,-79.856971,Convenience Store
95,B & Z Deli,40.548903,-79.913913,Convenience Store
96,CVS / Pharmacy #258,40.451423,-80.134188,Convenience Store
97,EZ Energy #306 / 7 Eleven #36186H,40.559163,-79.959751,Convenience Store
98,EZ Energy #312 / 7 Eleven Store #36192H,40.328839,-79.945503,Convenience Store
99,Family Dollar #4675,40.374361,-79.846658,Convenience Store
100,Fast Grab & Go,40.442577,-80.186135,Convenience Store
101,Getgo #3280,40.538256,-79.961617,Convenience Store
102,Oakdale Mini Mart,40.442116,-80.201258,Convenience Store
103,Save N Go,40.63553,-79.939082,Convenience Store
104,Sheetz #123,40.614349,-79.946668,Convenience Store
105,Speedway #2903,40.43959,-80.093571,Convenience Store
106,TJ's Deli Mart #2,40.448456,-80.142616,Convenience Store
107,Tonidale Marathon,40.443867,-80.174208,Convenience Store
108,Uni-Mart,40.501443,-80.175698,Convenience Store
109,EZ Energy #357 / 7 Eleven #36201H,40.612704,-80.054105,Convenience Store
110,$1 & Up,40.39374,-80.020522,Convenience Store
111,1 Stop Amish Deli & Gifts,40.367305,-79.779211,Convenience Store
112,3 D's Tobacco,40.441242,-79.958758,Convenience Store
113,5 GB's Fresh Foods,40.465482,-80.068211,Convenience Store
114,52nd Street Market,40.478808,-79.951957,Convenience Store
115,7 Eleven #106 36118A,40.44043,-79.99488,Convenience Store
116,7 Eleven #167,40.442605,-80.000205,Convenience Store
117,7 Eleven #2701-36160J,40.439202,-79.998948,Convenience Store
118,7 Eleven #36117H,40.527563,-79.988854,Convenience Store
119,7 Eleven #36121A,40.408809,-79.819096,Convenience Store
120,7 Eleven #36122A,40.50398,-79.948659,Convenience Store
121,7 Eleven #36123,40.5173,-80.148322,Convenience Store
122,7 Eleven #36126A,40.418082,-80.045137,Convenience Store
123,7 Eleven #36127A,40.46957,-80.100321,Convenience Store
124,7 Eleven #36128,40.321948,-79.994895,Convenience Store
125,7 Eleven #36134,40.443016,-79.95494,Convenience Store
126,7 Eleven #36135,40.328211,-80.125669,Convenience Store
127,7 Eleven #36138H,40.581679,-80.056061,Convenience Store
128,7 Eleven #36140A,40.451235,-80.019102,Convenience Store
129,7 Eleven #36144A,40.655507,-80.086794,Convenience Store
130,7 Eleven #36146A,40.440324,-80.00103,Convenience Store
131,7 Eleven #36152A,40.27325,-79.896205,Convenience Store
132,7 Eleven #36159A,40.594933,-79.993623,Convenience Store
133,7 Eleven #36193A,40.416791,-80.044676,Convenience Store
134,7 Eleven Store #36131-A,40.445258,-80.066088,Convenience Store
135,7-Eleven #36124,40.363734,-79.967563,Convenience Store
136,A & K Convenience Store,40.436402,-79.95436,Convenience Store
137,A & M Market,40.435709,-79.882673,Convenience Store
138,Abby's,40.444968,-79.971576,Convenience Store
139,Abe's Market,40.442818,-79.980847,Convenience Store
140,Aden Market,40.457262,-80.006901,Convenience Store
141,Ak Schwartz Super Market,40.438518,-79.979264,Convenience Store
142,Alfreds Deli & Market,40.456775,-79.968396,Convenience Store
143,Allegheny City Market,40.457244,-80.009625,Convenience Store
144,Allison Park Mini Market,40.566346,-79.999275,Convenience Store
145,American Natural #12,40.397648,-79.902718,Convenience Store
146,American Natural #14,40.614788,-80.098656,Convenience Store
147,American Natural #2,40.487385,-79.919823,Convenience Store
148,American Natural #5,40.32561,-79.839633,Convenience Store
149,American Natural #9,40.310955,-79.824816,Convenience Store
150,Anlauf's Sunoco,40.463141,-79.824297,Convenience Store
151,Ann's Market,40.448314,-79.975214,Convenience Store
152,Anytime Market,40.472941,-80.074361,Convenience Store
153,Arnold's Market,40.515253,-80.045024,Convenience Store
154,Arrowhead Snack Bar,40.267835,-79.812587,Convenience Store
155,Azhar's Sunoco,40.482373,-79.809518,Convenience Store
156,Bailie Food Mart,40.341159,-79.848683,Convenience Store
157,Bakers Dairy,40.454003,-79.895663,Convenience Store
158,Bay Valley Foods Bldg #230 - Co. Store,40.455278,-79.989036,Convenience Store
159,Beccari Farm Market,40.373971,-80.133093,Convenience Store
160,Bell's Market,40.403331,-79.868202,Convenience Store
161,Ben Avon Mini Mart,40.503809,-80.075415,Convenience Store
162,Bhangal Mcknight,40.506003,-80.007421,Convenience Store
163,Big Daddy's,40.437655,-79.995074,Convenience Store
164,Bizi Mart,40.428206,-79.974793,Convenience Store
165,Blue Eagle Market,40.472971,-80.07416,Convenience Store
166,Blvdb's Exxon,40.633564,-79.713801,Convenience Store
167,BP / Bloomfield,40.462645,-79.95682,Convenience Store
168,BP Connect,40.452448,-80.133194,Convenience Store
169,BP Fueland #228,40.395391,-79.986501,Convenience Store
170,BP Gas Station,40.490782,-79.971815,Convenience Store
171,BP Gas Station #36182,40.489314,-79.882457,Convenience Store
172,BP Oil,40.351205,-79.86532,Convenience Store
173,BP Oil #07414,40.495669,-80.00773,Convenience Store
174,BP Oil #67315,40.402949,-80.041463,Convenience Store
175,BP South Braddock,40.426943,-79.890856,Convenience Store
176,BP Stop & Go,40.42596,-79.8345,Convenience Store
177,BP/ BFS Foods #64,40.436011,-79.773069,Convenience Store
178,BP/ Fueland #216,40.437049,-79.873803,Convenience Store
179,Broadway Dairy Mart,40.46921,-80.068713,Convenience Store
180,Broadway Market,40.467589,-80.067325,Convenience Store
181,Bryant Street Market,40.475878,-79.91957,Convenience Store
182,C & C News & Snax,40.440491,-80.00349,Convenience Store
183,CeeBee Market,40.4158,-79.987353,Convenience Store
184,Center Point Convenience,40.492315,-80.0217,Convenience Store
185,Cheneh A - Plus Mini Mart,40.478309,-79.956214,Convenience Store
186,Christy's Market,40.50358,-79.937308,Convenience Store
187,Chuong's Market,40.417017,-79.975536,Convenience Store
188,CIO Stores #14,40.363565,-80.086297,Convenience Store
189,Circle K #4200,40.471598,-80.02729,Convenience Store
190,Circle K #4201,40.494777,-79.936723,Convenience Store
191,Circle K #4202,40.467553,-79.964223,Convenience Store
192,Circle K #4235,40.441153,-80.240396,Convenience Store
193,City News & Arcade,40.43978,-80.000753,Convenience Store
194,Co Go #1808,40.392358,-80.017326,Convenience Store
195,Co Go's #1817,40.383403,-79.977468,Convenience Store
196,Co Go's #321,40.327631,-80.031909,Convenience Store
197,Co Go's #322,40.357225,-80.110748,Convenience Store
198,Co Go's #329,40.429065,-79.874667,Convenience Store
199,Co Go's #338,40.37061,-79.974834,Convenience Store
200,Co Go's #496,40.473124,-80.062598,Convenience Store
201,Co Go's #777,40.426751,-80.004641,Convenience Store
202,Co Go's #786,40.422453,-79.885302,Convenience Store
203,Co Go's #801,40.395816,-79.997403,Convenience Store
204,Co Go's #811,40.278022,-79.837547,Convenience Store
205,Co Go's #812,40.496714,-79.926033,Convenience Store
